qid,query
train_358,"What state did Mr^3 Davis^3 come from ""Mr Davis""^4"
train_359,Who said that the framers of the constitution had particular reference to the British^2 act of naturalization
train_360,Whose^3 reign was the British^2 act of naturalization passed under
train_361,What country s judges are more independent than the English^3 judges
train_362,Who was the gentleman from Massachusetts^3 who put this subject in a stronger point of view than he could do
train_363,Along^3 with Kentucky^3 what state s district courts are hereby abolished
train_364,In addition to Tennessee^3 what other state has district courts been abolished
train_365,How many bills were engrossed in the Naturalization^3 bill
train_366,"Who disagreed to the Act^3 to allow a drawback of duties on goods exported to New^3 Orleans^3 ""New Orleans""^4"
train_367,"Who did the Senate^3 inform that they disagreed with the Act^3 to allow a drawback of duties on goods exported to New^3 Orleans^3 ""New Orleans""^4"
train_368,"The House^3 took up the amendment of which body to the act to amend an act to lay and collect a direct tax ""The House""^4"
train_369,"The House^3 agreed to the amendment of which body to the act fixing the military peace establishment of the United^3 States^3 ""The House""^4 ""United States""^4"
train_370,What country did Griswold^3 propose to indemnify for French^3 spoliations
train_371,"What country abandoned claims for indemnifying merchants of the United^3 States^3 for French^3 spoliations ""United States""^4"
train_372,"When was the resolution for indemnifying for French^3 spoliations laid by Mr^3 Griswold^3 ""Mr Griswold""^4"
train_373,"Who reported the death of Nathworthy^3 Hunter^3 ""Nathworthy Hunter""^4"
train_374,"Whose^3 death was announced to the House^3 by Dr^3 Leib^3 ""Dr Leib""^4"
train_375,Who moved the House^3 into a committee of the whole on the bill for the extinction of state balances
train_376,"Along^3 with Bacon^3 Eustis^3 Hastings^3 and Butler^3 who opposed the extinction of state balances ""Bacon Eustis Hastings""^4"
train_377,"Along^3 with Elmer^3 Eustis^3 Hastings^3 and Butler^3 who opposed the extinction of state balances ""Elmer Eustis Hastings""^4"
train_378,"Along^3 with Elmer^3 Bacon^3 Eustis^3 Hastings^3 and Holland^3 who opposed the extinction of state balances ""Elmer Bacon Eustis Hastings""^4"
train_379,"In what year did the commissioners rule that New^3 York^3 would be a creditor state for 800^2 000^2 dollars ""New York""^4"
train_380,"Who stated that New^3 York^3 would be a creditor state for 800^2 000^2 dollars instead of being debtor for 2^2 millions ""New York""^4"
train_381,"In what year did Thomas^3 say New^3 York^3 would be a creditor state for 800^2 000^2 dollars ""New York""^4"
train_382,"In what year did Thomas^3 say New^3 York^3 would be a creditor state for 800^2 000^2 dollars ""New York""^4"
train_383,Which state was a creditor state for 800^2 000^2 dollars
train_384,On what day was the bill engrossed for a third reading
train_385,How many votes did the House^3 lose on striking out refined sugars
train_386,"Who moved amendments to the bill for extinguishing State^3 Balances^3 ""State Balances""^4"
train_387,"Who moved the bill for extinguishing State^3 Balances^3 to the first April^2 05^2 1802^2 in November^2 1801^2 ""State Balances""^4"
train_388,"When was the bill for extinguishing State^3 Balances^3 read a third time ""State Balances""^4"
train_389,"Who supported the motion to postpone State^3 Balances^3 to the first April^2 05^2 1802^2 in November^2 1802^2 ""State Balances""^4"
train_390,"Along^3 with Davis^3 Elmer^3 and Goddard^3 who declared themselves adverse to the passage of the bill ""Davis Elmer""^4"
train_391,"Which Messrs^3 opposed the bill for extinguishing State^3 Balances^3 ""Which Messrs""^4 ""State Balances""^4"
train_392,"Who declared his determination to vote against the passage of the bill for extinguishing State^3 Balances^3 ""State Balances""^4"
train_393,"When were the amendments offered by Mr^3 Randolph^3 ""Mr Randolph""^4"
train_394,Who moved to recommit the bill to the committee of Ways^3 and Means^3
train_395,What committee did Dennis^3 move to recommit the bill to
train_396,Who opposed the motion to recommit the bill to the committee of Ways^3 and Means^3
train_397,"What army did Gen^2 Le^3 Clerc^3 belong to ""Gen Le Clerc""^4"
train_398,When was a letter from Havana^3 sent to a merchant of this city
train_399,"Along^3 with Toussaint^3 who ordered the brigands to set fire to Cape^3 Francois^3 ""Cape Francois""^4"
train_400,When were the brigands in possession of the town until 9^2 o clock
train_401,On what date did the US^3 government decide not to allow the American^2 merchants to sell their cargoes
train_402,When was the law of the 4th^2 passed
train_403,What body did Griswold^3 and Dana^3 belong to
train_404,In what state did Griswold^3 and Dana^3 live
train_405,Along^3 with Griswold^3 who was a member of congress from Connecticut^3 in February^2 1797^2
train_406,With what country has the Virginia^3 government completed a treaty
train_407,How many circuit courts did Docsa^3 debior establish
train_408,Which court did Congress^3 limit the labors of to the holding of two sessions in a year at the seat of government
train_409,How many sessions in a year can a supreme court judge hold at the seat of government
train_410,Which court did Congress^3 specify the districts in which each judge should hold a circuit court
train_411,How many sessions of the supreme court are there
train_412,Which court did Congress^3 dispense with one session of
train_413,How much money did Docsa^3 debior save each year
train_414,How many useless offices did Docsa^3 debior abolish
train_415,How many dollars did the judge receive for his service each year
train_416,How long did the supreme court decide forty three cases
train_417,How many cases did the supreme court decide in ten years
train_418,How many cases were decided at the last session of the supreme court
train_419,What court will decide more or less cases for 10^2 years to come
train_420,How long will there be more or less cases before the supreme court
train_421,In what time period did the supreme court decide forty three cases
train_422,What is the annual salary for the judges of the supreme court
train_423,How long did it take for a judge to receive a total of 217^2 300^2 dollars
train_424,Under the last federal judiciary system what country would pay more than five thousand and fifty three dollars for each decision
train_425,Who has continued to the officers residing at the seat of government the compensation they enjoyed under the act of 1799^2
train_426,In what year did Congress^3 continue to pay the officers residing at the seat of government
train_427,In what year did gentlemen who opposed the grant be charged with inconsistency
train_428,In what year was the compensation of the clerks of the officers determined
train_429,How much was the compensation of the clerks increased when the offices were removed to Washington^3
train_430,What was the difference in the price of living between Philadelphia^3 and Washington^3
train_431,In what year were the salaries of the clerks established
train_432,How long did the salaries of 1799^2 last
train_433,How many new post roads are there in Philadelphia^3
train_434,How much money has been saved annually due to the reduction of the compensations of the collectors of the revenue
train_435,Who saved 89^2 000^2 by reducing a part of the army
train_436,How many systems have expenses of 135^2 000^2
train_437,How many dollars and ninety one cents did Congress^3 save by repealing the late judicial system
train_438,How many dollars and ninety one cents were saved by abolishing the late judicial system
train_439,"How many dollars does New^3 Hampshire^3 expend yearly ""New Hampshire""^4"
train_440,"How many dollars does New^3 Hampshire^3 expend annually ""New Hampshire""^4"
train_441,"How many thousand dollars does New^3 Hampshire^3 expend annually ""New Hampshire""^4"
train_442,"What is the sum of the expenditures of New^3 Hampshire^3 ""New Hampshire""^4"
train_443,What is the annual interest of money
train_444,How much would be divided among the people of the several states in the same proportion as they paid the land tax of two millions of dollars
train_445,How many people in Delaware^3 paid the land tax
train_446,What state received a land tax of 2^2 million dollars
train_447,What state received a land tax of two millions of dollars
train_448,How many people in Kentucky^3 paid the land tax
train_449,Which state received a land tax of two millions of dollars
train_450,How many people in Tennessee^3 paid the land tax
train_451,How much is the land tax in Georgia^3
train_452,"The Grand^3 Seignior^3 and the Divan^3 expected the ultimatum of which country with impatience ""The Grand Seignior""^4"
train_453,"Who called Field^3 Marshal^3 Cobourg^3 from his hermitage ""Field Marshal Cobourg""^4"
train_454,Along^3 with Servia^3 what country has troops on its frontiers
train_455,Along^3 with Greece^3 what country did Napoleon^3 acquire
train_456,"Along^3 with Egypt^3 what country did Napoleon^3 acquire in defiance of the British^2 Marine^3 ""British Marine""^4"
train_457,Who arrived in London^3 on March^2 09^2 1802^2
train_458,"When did Marquis^3 Cornwallis^3 arrive in London^3 ""Marquis Cornwallis""^4"
train_459,What country is Trinidad^3 a part of
train_460,"Who was the Esq^2 of Barza^3 Haywarp^3 ""Barza Haywarp""^4"
train_461,"Who was the Esq^2 of Daniel^3 Snowaudhenezr^3 WarRen^3 ""Daniel Snowaudhenezr WarRen""^4"
train_462,"Who were the Hon^3 Messrs^3 Frye^3 Thomson^3 Haywarp^3 and Dunmer^3 chosen ""Hon Messrs Frye Thomson Haywarp""^4"
train_463,Who demanded an unconditional submission of Toussaint^3 s troops
train_464,"Who invited Boudet^3 to sail from St^3 Domingo^3 ""St Domingo""^4"
train_465,"Who was the widow of General^3 George^3 Washington^3 ""General George Washington""^4"
train_466,Who was a professor of the christian religion at Kittery^3
train_467,"How long had James^3 Johnson^3 been a professor of the christian religion ""James Johnson""^4"
train_468,"What religion did James^3 Johnson^3 profess for many years ""James Johnson""^4"
train_469,"Who was the widow of Mr^3 Benjamin^3 Dean^3 ""Mr Benjamin Dean""^4"
train_470,"Who was the widow of ELIZABETH^3 DEAN^3 ""ELIZABETH DEAN""^4"
train_471,"Who was the son of Capt^3 Robert^3 Treadwell^3 ""Capt Robert Treadwell""^4"
train_472,"Who was the son of Samuel^3 Shreve^3 ""Samuel Shreve""^4"
train_473,"How old was Peter^3 Babb^3 when he died ""Peter Babb""^4"
train_474,"Who is the heir to the estate of Martha^3 Washington^3 ""Martha Washington""^4"
train_475,"Who was the Adw^3 r of Wwu^3 SIMPSON^3 ""Wwu SIMPSON""^4"
train_476,How many things are overcome by Christ^3 s disciples
train_477,How many of Christ^3 s disciples were called John^3
train_478,Who was one of Christ^3 s disciples
train_479,Who said to his brethren let us cast out Cerenthius^3
train_480,"Who wrote A Defence^3 of the Baptists^3 ""A Defence""^4"
train_481,"Who was Dr^3 Jenkins^3 reply to ""Dr Jenkins""^4"
train_482,When will most of the land in Orange^3 be sold to the public
train_483,How many meters from the clock is the dwelling house of the subscriber in Orange^3
train_484,Who paid the county and highway taxes for 1800^2
train_485,Who was the owner of land in Orange^3 in 1800^2
train_486,"In what year was Asa^3 Boynton^3 born ""Asa Boynton""^4"
train_487,Who is the jr house lot 15^2 87^2 do
train_488,"What is the age of Timothy^3 Bedel^3 ""Timothy Bedel""^4"
train_489,"When does the Second^3 Class^3 of Public^3 Canal^3 Lottery^3 begin drawing ""Second Class""^4 ""Public Canal Lottery""^4"
train_490,"How many boxes of Ditto^3 Dipt^3 ditto are available for sale at Elisha^3 Hill^3 Jr^3 ""Ditto Dipt""^4 ""Elisha Hill Jr""^4"
train_491,How much was the SPECULATION^3 to be sold for
train_492,How much did a lot of LAND^3 rent for a year
train_493,How many rods were east of the corners of Market^2 and Court^3 streets
train_494,Who is wanted to learn the Goldsmith^3 s business
train_495,How old was Brackett^3 when he was asked to learn the Goldsmith^3 s business
train_496,Who did the subscriber want to learn the Goldsmith^3 s business
train_497,"When was JOSEPH^3 CLARK^3 jr born ""JOSEPH CLARK""^4"
train_498,"Who awarded and issued against GODFREY^3 WADE^3 ""GODFREY WADE""^4"
train_499,When does the Commission^3 of Bankruptcy^3 meet
train_500,"How much is the rate per hour for each able bodied man to work on the Kear^3 Road^3 ""Kear Road""^4"
train_501,On what day of Sep^2 tember will land in Percy^3 be sold
train_502,Who was the original Proprietor^3 of the Ye^3 igeri Road^3
train_503,Who is the correct name of the Esq^2
train_504,Who was the Esq^2 of S^3 68^2
train_505,"When did SCRIBNER^3 GORDON^3 receive the 20^2 Dollars^3 Reward^3 ""SCRIBNER GORDON""^4 ""Dollars Reward""^4"
train_506,By what year will Gentlemen^3 be supplied with Hats^3
train_507,In what town was the tax granted for Highways^3
train_508,When is the rate of six cents an hour for every able bodied man assessed
train_509,When is the tax assessed at the rate of six cents an hour for every able bodied man
train_510,How much is the hourly rate for every able bodied man
train_511,"How much did the chief magistrate of the State^3 of New^3 Hampshire^3 assess on each acre of land in the town of Stratford^3 ""New Hampshire""^4"
train_512,For what year did the non resident proprietors and owners of land in STRATFORD^3 not pay their county tax
train_513,When is the sale of land to non resident owners of land in Stratford^3
train_514,"How many 200^2 2^2 5^2 undivided 0^2 0^2 80^2 10^2 Perry^3 Averell^3 ""Perry Averell""^4"
train_515,"How old was Samuel^3 Bard^3 when he sold his land ""Samuel Bard""^4"
train_516,"How many 0^2 undivided 0^2 0^2 80^2 Isaiah^3 Brown^3 ""Isaiah Brown""^4"
train_517,"How many undivided 2^2 0^2 1^2 a Stephen^3 Gerrig^3 ""Stephen Gerrig""^4"
train_518,"How many do Elijah^3 Hinman^3 undivided 8^2 0^2 41^2 0^2 ""Elijah Hinman""^4"
train_519,"How many undivided 8^2 0^2 41^2 0^2 Elijah^3 Hinman^3 ""Elijah Hinman""^4"
train_520,"What was the undivided number of Truman^3 Hinman^3 ""Truman Hinman""^4"
train_521,Who was the g s e B^3 do 4^2 1560^2 3^2 3^2 undivided 0^2 48^2 10^2
train_522,"How many 0^2 do did Truman^3 Hinman^3 have ""Truman Hinman""^4"
train_523,"How many do g 1280^2 4^2 0^2 o Richard^3 Hart^3 ""Richard Hart""^4"
train_524,"How many do g 1280^2 4^2 0^2 o 4^2 740^2 2^2 3^2 Richard^3 Hart^3 ""Richard Hart""^4"
train_525,"How many acres did Hezekiah^3 Tomlinson^3 have undivided 49^2 acres ""Hezekiah Tomlinson""^4"
train_526,"Who was the owner of the 300^2 acres of Stephen^3 Tomlinson^3 ""Stephen Tomlinson""^4"
train_527,Who did 38^2 acres do 402^2 acres undivided 9^2 acres
train_528,Who did 187^2 acres of land in 192^2 acres
train_529,Who did Wooster^3 s work on July^2 09^2 1803^2
train_530,"How many undivided 90^2 acres did Thomas^3 Wooller^3 jr do ""Thomas Wooller""^4"
